CustomerKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,Education,Occupation,AddressLine1,AddressLine2,Phone,DateFirstPurchase
15278,AW00014643,NULL,Eric,M,Simmons,1972-07-14,S,M,eric22@adventure-works.com,Partial College,Skilled Manual,9208 St. Germain Lane,NULL,175-555-0147,2011-06-03
15277,AW00014642,NULL,Jeffery,C,Zeng,1972-11-10,S,M,jeffery22@adventure-works.com,Partial College,Skilled Manual,1705 9th St.,NULL,153-555-0199,2013-05-26
15276,AW00014641,NULL,Timothy,C,Turner,1978-07-15,M,M,timothy30@adventure-works.com,Partial College,Skilled Manual,655 Bidweld St.,NULL,788-555-0181,2013-04-08
15275,AW00014640,NULL,Mackenzie,A,Adams,1973-03-03,S,F,mackenzie36@adventure-works.com,Partial College,Skilled Manual,9639 Ida Drive,NULL,235-555-0126,2013-07-27
15274,AW00014639,NULL,Jeremiah,L,Howard,1966-02-21,M,M,jeremiah43@adventure-works.com,Partial College,Skilled Manual,1839 Kelly,NULL,805-555-0126,2011-05-15
15273,AW00014638,NULL,Blake,D,Scott,1971-08-18,S,M,blake31@adventure-works.com,Bachelors,Professional,4265 Boxwood Dr,NULL,142-555-0139,2013-12-18
15272,AW00014637,NULL,Dustin,NULL,Nath,1976-09-01,M,M,dustin19@adventure-works.com,High School,Skilled Manual,8920 Corte Poquito,NULL,107-555-0110,2013-09-24
15271,AW00014636,NULL,Kelly,L,Powell,1966-01-01,M,F,kelly13@adventure-works.com,High School,Skilled Manual,9464 Virginia Hills,NULL,847-555-0135,2011-05-23
15270,AW00014635,NULL,Luke,M,Carter,1965-10-10,M,M,luke42@adventure-works.com,High School,Skilled Manual,7681 Fern Leaf Lane,NULL,658-555-0133,2013-08-08
15269,AW00014634,NULL,Amber,NULL,Baker,1967-05-19,M,F,amber17@adventure-works.com,Partial College,Skilled Manual,3814 Harvard Drive,NULL,100-555-0138,2011-05-30
15268,AW00014633,NULL,Timothy,NULL,Morgan,1967-04-06,M,M,timothy14@adventure-works.com,Partial College,Skilled Manual,3605 Sinclair Ave.,NULL,209-555-0183,2013-02-16
15267,AW00014632,NULL,Austin,A,Wang,1972-03-11,M,M,austin21@adventure-works.com,Partial College,Skilled Manual,283 Winterberry Ct,NULL,224-555-0124,2013-03-01
15266,AW00014631,NULL,Logan,K,Flores,1966-10-15,M,M,logan15@adventure-works.com,Partial College,Skilled Manual,4396 Greystone Dr,NULL,429-555-0159,2013-07-16
15265,AW00014630,NULL,Isaiah,NULL,James,1967-02-04,M,M,isaiah7@adventure-works.com,Partial College,Skilled Manual,6547 Lexington Road,NULL,168-555-0128,2013-11-02
15264,AW00014629,NULL,Blake,NULL,Hernandez,1967-01-21,M,M,blake27@adventure-works.com,Partial College,Skilled Manual,2423 Garland Drive,NULL,118-555-0124,2013-03-07
15263,AW00014628,NULL,Carlos,NULL,Brooks,1966-10-21,M,M,carlos3@adventure-works.com,Partial College,Skilled Manual,1490 Daylight Pl.,NULL,434-555-0133,2013-10-09
15262,AW00014627,NULL,Isaiah,D,Hill,1972-11-12,M,M,isaiah37@adventure-works.com,Partial College,Skilled Manual,4159 Bayshore Rd.,NULL,401-555-0179,2013-06-29
15261,AW00014626,NULL,Jesse,NULL,Gray,1966-11-21,M,M,jesse6@adventure-works.com,High School,Skilled Manual,6161 Teakwood Dr.,NULL,992-555-0173,2013-04-05
15260,AW00014625,NULL,Benjamin,I,Simmons,1967-09-07,M,M,benjamin16@adventure-works.com,Partial College,Skilled Manual,5030 RaceCt,NULL,394-555-0190,2013-10-29
15259,AW00014624,NULL,Anna,R,Thomas,1967-11-07,M,F,anna48@adventure-works.com,Partial College,Skilled Manual,6189 Kirkwood Ct.,NULL,323-555-0116,2013-10-28
15258,AW00014623,NULL,Benjamin,H,Li,1973-10-02,M,M,benjamin28@adventure-works.com,Partial College,Skilled Manual,2212 Sagull Court,NULL,118-555-0127,2013-03-06
15257,AW00014622,NULL,Brandon,L,Patterson,1967-08-24,M,M,brandon8@adventure-works.com,Partial College,Skilled Manual,3415 Oak Grove Road,NULL,398-555-0193,2013-05-13
15256,AW00014621,NULL,Chloe,D,Morris,1968-02-05,S,F,chloe47@adventure-works.com,Bachelors,Professional,4827 Gilardy Drive,NULL,679-555-0168,2013-12-20
15255,AW00014620,NULL,Kayla,B,Patterson,1968-10-19,M,F,kayla34@adventure-works.com,Graduate Degree,Professional,4092 Mepham Dr.,NULL,845-555-0196,2013-08-01
15254,AW00014619,NULL,Nathaniel,L,Sanders,1974-02-22,M,M,nathaniel4@adventure-works.com,Graduate Degree,Professional,1911 Pinecrest Dr.,NULL,891-555-0140,2013-10-22
15253,AW00014618,NULL,Gabrielle,D,Baker,1974-09-05,M,F,gabrielle59@adventure-works.com,Graduate Degree,Professional,6804 Coggins Drive,NULL,411-555-0111,2013-09-30
15252,AW00014617,NULL,Aaron,NULL,Flores,1968-08-02,S,M,aaron11@adventure-works.com,Bachelors,Professional,8225 Northridge Road,NULL,831-555-0184,2011-05-12
15251,AW00014616,NULL,Emma,J,Sandberg,1973-08-14,S,F,emma47@adventure-works.com,Bachelors,Professional,1190 Hill Top Rd.,NULL,764-555-0138,2011-05-26
15250,AW00014615,NULL,Audrey,E,Dominguez,1985-01-06,S,F,audrey14@adventure-works.com,Bachelors,Professional,5124 Palmer Rd.,NULL,764-555-0139,2013-10-30
15249,AW00014614,NULL,Dylan,J,Bryant,1979-02-07,S,M,dylan17@adventure-works.com,Bachelors,Professional,4645 Mehaffey Way,NULL,161-555-0181,2011-05-28
15248,AW00014613,NULL,Glenn,NULL,Huang,1980-02-02,M,M,glenn6@adventure-works.com,Bachelors,Professional,1465 Dover Drive,NULL,739-555-0114,2011-04-28
15247,AW00014612,NULL,Ernest,M,Zhang,1974-07-16,M,M,ernest0@adventure-works.com,Bachelors,Professional,3450 Oakleaf Ct.,NULL,429-555-0131,2013-12-04
15246,AW00014611,NULL,Zoe,R,James,1969-07-18,S,F,zoe7@adventure-works.com,Bachelors,Skilled Manual,8623 Merry Circle,NULL,949-555-0130,2013-09-04
15245,AW00014610,NULL,Lauren,S,Jenkins,1969-09-21,S,F,lauren54@adventure-works.com,Bachelors,Skilled Manual,6697 Ridge Park Drive,NULL,212-555-0186,2011-04-05
15244,AW00014609,NULL,Julia,NULL,Phillips,1970-01-03,S,F,julia5@adventure-works.com,Bachelors,Skilled Manual,1288 Mt. Dias Blvd.,NULL,102-555-0139,2013-06-19
15243,AW00014608,NULL,Warren,A,Gao,1969-08-03,M,M,warren29@adventure-works.com,Bachelors,Skilled Manual,8193 North 126th St,NULL,523-555-0163,2013-04-21
15242,AW00014607,NULL,Isaiah,NULL,Nelson,1975-05-01,M,M,isaiah33@adventure-works.com,Bachelors,Skilled Manual,4166 Deercreek Ln.,NULL,566-555-0155,2013-11-10
15241,AW00014606,NULL,Amanda,P,Cooper,1971-02-11,S,F,amanda8@adventure-works.com,Bachelors,Skilled Manual,6196 Nottingham Place,#313,424-555-0137,2013-06-19
15240,AW00014605,NULL,Allison,NULL,Brooks,1971-03-25,S,F,allison0@adventure-works.com,Bachelors,Skilled Manual,9395 Aspect Dr,NULL,993-555-0174,2013-06-27
15239,AW00014604,NULL,Nicholas,D,Rodriguez,1971-04-01,M,M,nicholas0@adventure-works.com,Bachelors,Skilled Manual,6652 Deerwood Court,NULL,367-555-0116,2013-02-04
15238,AW00014603,NULL,Sara,NULL,Ward,1970-10-06,S,F,sara13@adventure-works.com,Bachelors,Skilled Manual,4827 San Marino Ct,Unit H103,115-555-0163,2011-04-07
15237,AW00014602,NULL,Kaylee,W,Kelly,1975-03-08,M,F,kaylee1@adventure-works.com,Graduate Degree,Professional,1277 Juniper Drive,NULL,542-555-0129,2011-04-06
15236,AW00014601,NULL,Nicolas,A,Rai,1980-10-06,M,M,nicolas16@adventure-works.com,Graduate Degree,Professional,7554 Grammercy Lane,NULL,691-555-0141,2011-04-29
15235,AW00014600,NULL,Ariana,V,Ramirez,1980-10-14,M,F,ariana6@adventure-works.com,Graduate Degree,Professional,2063 Trafalgar Circle,NULL,995-555-0111,2013-09-10
15234,AW00014599,NULL,Charles,A,Wilson,1974-09-24,M,M,charles10@adventure-works.com,Graduate Degree,Professional,1050 Creed Ave,NULL,377-555-0137,2011-04-22
15233,AW00014598,NULL,Miranda,NULL,Ross,1975-02-18,M,F,miranda4@adventure-works.com,Graduate Degree,Professional,1454 Colton Ln,NULL,128-555-0181,2013-06-03
15232,AW00014597,NULL,Sean,L,Reed,1971-10-01,M,M,sean28@adventure-works.com,Graduate Degree,Professional,9129 Shenandoah Dr.,NULL,594-555-0175,2013-06-28
15231,AW00014596,NULL,Amber,W,Hill,1972-05-13,M,F,amber13@adventure-works.com,Graduate Degree,Professional,1299 Carpetta Circle,NULL,320-555-0155,2011-04-12
15230,AW00014595,Ms.,Andrea,NULL,Ward,1977-04-06,M,F,andrea13@adventure-works.com,Graduate Degree,Professional,3337 Roland Ct,NULL,379-555-0188,2013-10-30
15229,AW00014594,NULL,Lauren,T,Taylor,1972-02-18,M,F,lauren27@adventure-works.com,Graduate Degree,Professional,1177 Oily Road,NULL,249-555-0169,2013-04-28
15228,AW00014593,NULL,Jack,M,Washington,1971-07-13,M,M,jack13@adventure-works.com,Graduate Degree,Professional,8355 Lighthouse Way,NULL,862-555-0136,2013-06-17
15227,AW00014592,NULL,Jessica,NULL,Thompson,1972-01-23,M,F,jessica63@adventure-works.com,Graduate Degree,Professional,4418 Lisa Lee Lane,NULL,331-555-0142,2013-06-02
15226,AW00014591,NULL,Charles,E,Harris,1971-10-06,S,M,charles17@adventure-works.com,Graduate Degree,Professional,4173 Wheel Ave.,NULL,913-555-0120,2011-04-07
15225,AW00014590,NULL,Marissa,E,Butler,1977-04-22,S,F,marissa11@adventure-works.com,Bachelors,Skilled Manual,4817 Gate Drive,NULL,974-555-0179,2011-03-19
15224,AW00014589,NULL,Mackenzie,R,Cook,1977-01-29,S,F,mackenzie20@adventure-works.com,Bachelors,Skilled Manual,8986 Wildewood Dr.,NULL,350-555-0175,2011-03-29
15223,AW00014588,NULL,Alexander,E,Taylor,1973-01-18,S,M,alexander13@adventure-works.com,Bachelors,Skilled Manual,4660 Glenside Court,NULL,386-555-0134,2013-09-20
15222,AW00014587,NULL,Jade,J,Peterson,1973-03-31,S,F,jade4@adventure-works.com,Bachelors,Skilled Manual,3249 Riverside Drive,NULL,796-555-0139,2013-05-27
15221,AW00014586,NULL,Todd,NULL,Rowe,1973-05-10,S,F,todd21@adventure-works.com,Bachelors,Skilled Manual,1908 San Jose Ave,NULL,742-555-0195,2013-11-19
15220,AW00014585,NULL,Kimberly,NULL,Torres,1981-04-19,M,F,kimberly7@adventure-works.com,Graduate Degree,Professional,9809 Baltic Sea Ct,NULL,233-555-0131,2011-03-26
15219,AW00014584,NULL,Gabrielle,NULL,Mitchell,1976-04-05,S,F,gabrielle54@adventure-works.com,Graduate Degree,Professional,1692 Collins Dr.,NULL,575-555-0155,2011-03-07
15218,AW00014583,NULL,Sydney,NULL,Morris,1975-11-10,M,F,sydney2@adventure-works.com,Graduate Degree,Professional,975 Harris Circle,NULL,507-555-0112,2014-01-03
15217,AW00014582,NULL,Marcus,NULL,Reed,1981-01-30,M,M,marcus95@adventure-works.com,Graduate Degree,Professional,538 Rahn Court,NULL,210-555-0130,2013-02-10
15216,AW00014581,NULL,Kevin,M,Adams,1978-10-17,S,M,kevin54@adventure-works.com,Bachelors,Professional,7961 Red Maple Ct.,NULL,104-555-0111,2011-03-06
15215,AW00014580,NULL,Kyle,NULL,Diaz,1978-03-13,S,M,kyle17@adventure-works.com,Bachelors,Professional,6299 Elmonte Drive,NULL,948-555-0151,2011-03-16
15214,AW00014579,NULL,Luis,NULL,Henderson,1974-04-22,S,M,luis3@adventure-works.com,Bachelors,Skilled Manual,8982 Mt. Etna,NULL,624-555-0189,2013-03-03
15213,AW00014578,NULL,Jonathan,NULL,Carter,1979-01-05,M,M,jonathan39@adventure-works.com,Bachelors,Skilled Manual,2752 Northridge Road,NULL,954-555-0115,2013-06-28
15212,AW00014577,NULL,Natalie,A,Rogers,1973-12-10,S,F,natalie3@adventure-works.com,Bachelors,Skilled Manual,2946 Frame Ct,NULL,350-555-0163,2011-02-26
15211,AW00014576,NULL,Anna,NULL,Price,1979-05-19,S,F,anna25@adventure-works.com,Bachelors,Skilled Manual,3884 Beauty Street,NULL,398-555-0123,2011-02-10
15210,AW00014575,NULL,Rachel,C,Lee,1980-05-07,M,F,rachel25@adventure-works.com,Graduate Degree,Professional,8831 Cloverleaf Circle,NULL,182-555-0193,2014-01-23
15209,AW00014574,NULL,Katherine,C,Powell,1974-09-15,S,F,katherine34@adventure-works.com,Graduate Degree,Professional,6024 Bluetail,NULL,855-555-0146,2013-06-23
15208,AW00014573,NULL,Madison,M,Wood,1980-02-02,M,F,madison37@adventure-works.com,Graduate Degree,Professional,9515 Henning Dr.,NULL,627-555-0181,2013-09-26
15207,AW00014572,NULL,Melanie,NULL,Foster,1976-10-13,M,F,melanie3@adventure-works.com,Graduate Degree,Professional,7933 Ashwood Dr,NULL,266-555-0115,2011-02-16
15206,AW00014571,NULL,Rachel,M,Richardson,1982-04-23,M,F,rachel38@adventure-works.com,Graduate Degree,Professional,3462 Briarcliff Ct.,NULL,641-555-0116,2013-08-21
15205,AW00014570,NULL,Hannah,NULL,Henderson,1976-10-19,M,F,hannah28@adventure-works.com,Graduate Degree,Professional,6064 Tosca Way,NULL,671-555-0148,2013-05-05
15204,AW00014569,NULL,Kristopher,NULL,Rodriguez,1982-06-12,M,M,kristopher18@adventure-works.com,Graduate Degree,Professional,2290 Mt. Hood Circle,NULL,796-555-0162,2013-10-22
15203,AW00014568,NULL,Priscilla,C,Kumar,1982-03-09,S,F,priscilla7@adventure-works.com,Graduate Degree,Professional,6763 Northridge Drive,NULL,129-555-0167,2013-04-07
15202,AW00014567,NULL,Seth,NULL,Thomas,1982-05-21,M,M,seth11@adventure-works.com,Graduate Degree,Professional,5291 Juliet Court,NULL,981-555-0117,2013-01-28
15201,AW00014566,NULL,Kaylee,R,Mitchell,1977-04-02,M,F,kaylee33@adventure-works.com,Graduate Degree,Professional,4752 Willow Creek Ct.,NULL,693-555-0156,2013-04-17
15200,AW00014565,NULL,Natalie,L,Hernandez,1974-09-29,S,F,natalie61@adventure-works.com,Bachelors,Skilled Manual,1885 Riverside Drive,NULL,921-555-0171,2011-02-03
15199,AW00014564,NULL,Chloe,L,Bailey,1980-01-31,M,F,chloe53@adventure-works.com,Bachelors,Skilled Manual,9913 Mt. Whitney Way,NULL,612-555-0181,2013-12-19
15198,AW00014563,NULL,Fernando,NULL,Carter,1975-03-24,M,M,fernando35@adventure-works.com,Bachelors,Skilled Manual,515 Wiget Lane,NULL,720-555-0149,2013-07-24
15197,AW00014562,NULL,Bryce,B,Stewart,1975-10-07,M,M,bryce21@adventure-works.com,Bachelors,Skilled Manual,744 Piedra Dr.,NULL,412-555-0145,2013-05-19
15196,AW00014561,NULL,Eduardo,NULL,Miller,1981-05-24,M,M,eduardo5@adventure-works.com,Bachelors,Skilled Manual,7268 Norcross Lane,NULL,827-555-0174,2013-02-01
15195,AW00014560,NULL,Kelvin,NULL,Huang,1976-03-31,M,M,kelvin25@adventure-works.com,Bachelors,Skilled Manual,410 Cardinet Drive,NULL,711-555-0119,2011-01-05
15194,AW00014559,NULL,Ashley,NULL,Washington,1976-03-20,M,F,ashley40@adventure-works.com,Bachelors,Skilled Manual,5456 Old Oak Drive,NULL,202-555-0164,2011-01-16
15193,AW00014558,NULL,Marcel,NULL,Truempy,1981-11-08,M,F,marcel0@adventure-works.com,Bachelors,Skilled Manual,8844 Bel Aire Drive,NULL,656-555-0121,2011-01-25
15192,AW00014557,NULL,Mathew,L,Sanz,1986-03-22,M,M,mathew16@adventure-works.com,Partial College,Manual,6350 Lakeview Pl.,NULL,1 (11) 500 555-0116,2013-01-29
15191,AW00014556,NULL,Rafael,NULL,He,1948-09-21,M,M,rafael19@adventure-works.com,Partial College,Manual,"8881, rue Villedo",NULL,1 (11) 500 555-0110,2013-09-26
15190,AW00014555,NULL,Jodi,D,Kumar,1948-05-13,S,F,jodi7@adventure-works.com,Partial College,Manual,"66, rue Georges-Clémenceau",NULL,1 (11) 500 555-0135,2012-03-28
15189,AW00014554,NULL,Isaac,NULL,Mitchell,1951-07-03,M,M,isaac33@adventure-works.com,Bachelors,Clerical,6683 Brookside Drive,NULL,1 (11) 500 555-0169,2013-04-07
15188,AW00014553,NULL,Leah,H,Ma,1946-04-02,M,F,leah12@adventure-works.com,Bachelors,Clerical,2233 California St.,NULL,1 (11) 500 555-0161,2013-03-20
15187,AW00014552,NULL,Daisy,NULL,Ramos,1945-04-14,M,F,daisy12@adventure-works.com,Bachelors,Clerical,3162 Glaze Dr.,NULL,1 (11) 500 555-0177,2013-10-22
15186,AW00014551,NULL,Michele,C,Vance,1943-04-23,M,F,michele59@adventure-works.com,Bachelors,Clerical,Kappellweg 242,NULL,1 (11) 500 555-0192,2013-12-20
15185,AW00014550,NULL,Kristy,L,Vazquez,1953-10-05,M,F,kristy13@adventure-works.com,Bachelors,Clerical,"7111, avenue Foch",NULL,1 (11) 500 555-0192,2013-09-07
15184,AW00014549,NULL,Arturo,J,Goel,1961-05-26,M,M,arturo44@adventure-works.com,Partial College,Manual,Zur Lindung 7,NULL,1 (11) 500 555-0158,2013-08-16
15183,AW00014548,NULL,Maria,E,Turner,1960-12-17,M,F,maria48@adventure-works.com,Partial College,Manual,"380, avenue de Malakoff",NULL,1 (11) 500 555-0187,2013-11-01
15182,AW00014547,NULL,Noah,L,Thompson,1961-01-01,M,M,noah63@adventure-works.com,Partial College,Manual,9676 Hidden Lakes Court,NULL,1 (11) 500 555-0186,2013-11-23
15181,AW00014546,NULL,Christina,S,Sanchez,1961-09-07,M,F,christina22@adventure-works.com,Partial College,Manual,5492 Hacienda Drive,NULL,1 (11) 500 555-0124,2013-03-18
15180,AW00014545,NULL,Faith,NULL,Henderson,1973-03-14,M,F,faith4@adventure-works.com,Partial College,Manual,3532 Brookview Drive,NULL,1 (11) 500 555-0156,2013-04-13
15179,AW00014544,NULL,Darryl,Y,West,1962-09-11,S,M,darryl1@adventure-works.com,Partial College,Manual,"652, rue de Berri",NULL,1 (11) 500 555-0157,2013-05-11
15178,AW00014543,NULL,Heather,NULL,Lu,1963-02-08,M,F,heather10@adventure-works.com,Partial College,Manual,Dunckerstr 7255,NULL,1 (11) 500 555-0168,2013-07-05
15177,AW00014542,NULL,Alex,I,Ward,1979-05-04,M,M,alex16@adventure-works.com,Bachelors,Clerical,4402 Grant St.,NULL,1 (11) 500 555-0117,2013-07-19
15176,AW00014541,NULL,Douglas,D,Kapoor,1963-11-14,S,M,douglas5@adventure-works.com,Graduate Degree,Clerical,Hellweg 4754,NULL,1 (11) 500 555-0188,2011-09-08
15175,AW00014540,NULL,Randy,NULL,Lin,1963-10-16,M,M,randy9@adventure-works.com,Bachelors,Manual,8848 Auburn,NULL,1 (11) 500 555-0138,2013-03-09
15174,AW00014539,NULL,Carrie,NULL,Alonso,1968-06-18,S,F,carrie8@adventure-works.com,Graduate Degree,Clerical,"34, rue Philibert-Delorme",NULL,1 (11) 500 555-0193,2012-03-02
15173,AW00014538,NULL,Katherine,NULL,Brown,1967-10-18,S,F,katherine75@adventure-works.com,Graduate Degree,Clerical,"22, quai Paul Doumer",NULL,1 (11) 500 555-0146,2012-03-04
15172,AW00014537,NULL,Clayton,K,Cai,1941-03-11,M,M,clayton18@adventure-works.com,Graduate Degree,Clerical,Auf Der Steige 9000,NULL,1 (11) 500 555-0127,2013-07-07
15171,AW00014536,NULL,Krystal,A,Wu,1966-12-30,S,F,krystal7@adventure-works.com,Graduate Degree,Clerical,"816, avenue des Champs-Elysées",NULL,1 (11) 500 555-0135,2013-07-03
15170,AW00014535,NULL,Dustin,NULL,Anand,1972-05-12,S,M,dustin22@adventure-works.com,Graduate Degree,Clerical,8827 Ward Court,NULL,1 (11) 500 555-0114,2013-03-08
15169,AW00014534,NULL,Abby,P,Rana,1966-10-22,S,F,abby8@adventure-works.com,Bachelors,Manual,"2401, rue des Bouchers",NULL,1 (11) 500 555-0147,2013-11-04
15168,AW00014533,NULL,Roberto,M,Alonso,1983-10-05,S,M,roberto8@adventure-works.com,Bachelors,Manual,3280 Oliveria Road,NULL,1 (11) 500 555-0192,2013-09-04
15167,AW00014532,NULL,Barbara,M,Wu,1979-05-17,M,F,barbara16@adventure-works.com,Graduate Degree,Clerical,"818, rue de Berri",NULL,1 (11) 500 555-0150,2013-03-15
15166,AW00014531,NULL,Abigail,NULL,Garcia,1967-07-21,M,F,abigail57@adventure-works.com,Graduate Degree,Clerical,1398 Morengo Court,NULL,1 (11) 500 555-0118,2013-02-24
15165,AW00014530,NULL,Ethan,NULL,Smith,1968-02-29,M,M,ethan29@adventure-works.com,Graduate Degree,Clerical,7293 Stanford Way,NULL,1 (11) 500 555-0116,2013-03-20
15164,AW00014529,NULL,Kaitlin,J,Sai,1967-09-30,S,F,kaitlin5@adventure-works.com,Graduate Degree,Clerical,9440 First Ave.,NULL,1 (11) 500 555-0182,2013-04-13
15163,AW00014528,NULL,Casey,C,Ramos,1973-11-29,M,M,casey41@adventure-works.com,Graduate Degree,Manual,Kulmer Straße 123,NULL,1 (11) 500 555-0118,2013-07-27
15162,AW00014527,NULL,Kurt,T,Raji,1968-04-06,M,M,kurt20@adventure-works.com,Graduate Degree,Manual,Auf den Kuhlen Straße 765,NULL,1 (11) 500 555-0144,2013-11-10
15161,AW00014526,NULL,Emily,NULL,Hall,1967-07-09,M,F,emily24@adventure-works.com,Graduate Degree,Manual,Hellweg 4534,NULL,1 (11) 500 555-0142,2013-06-15
15160,AW00014525,NULL,Claudia,J,Sun,1982-12-05,M,F,claudia12@adventure-works.com,Graduate Degree,Manual,"110, boulevard Beau Marchais",NULL,1 (11) 500 555-0194,2011-04-08
15159,AW00014524,NULL,Carla,NULL,Prasad,1983-11-16,M,F,carla12@adventure-works.com,Graduate Degree,Manual,"99, avenue du Président-Kennedy",NULL,1 (11) 500 555-0112,2012-03-04
15158,AW00014523,NULL,Lydia,M,Fernandez,1953-05-25,M,F,lydia14@adventure-works.com,Partial College,Clerical,4188 Lodge Dr.,NULL,1 (11) 500 555-0183,2012-09-16
15157,AW00014522,NULL,Omar,C,Zheng,1953-02-16,M,M,omar18@adventure-works.com,High School,Skilled Manual,8527 Rock Oak Road,NULL,1 (11) 500 555-0164,2013-05-14
15156,AW00014521,NULL,Rodney,NULL,Romero,1953-04-09,M,M,rodney5@adventure-works.com,High School,Skilled Manual,8055 Kiska Court,NULL,1 (11) 500 555-0192,2013-07-18
15155,AW00014520,NULL,Bonnie,C,Xu,1984-06-16,S,F,bonnie10@adventure-works.com,Partial College,Skilled Manual,3981 Bell Drive,NULL,564-555-0124,2011-01-04
15154,AW00014519,NULL,Denise,S,Rana,1984-05-18,S,F,denise12@adventure-works.com,Partial College,Skilled Manual,5935 Isabel,NULL,295-555-0142,2013-03-13
15153,AW00014518,NULL,Ann,M,Mehta,1953-05-07,M,F,ann19@adventure-works.com,High School,Skilled Manual,9618 Fall Creek Road,NULL,1 (11) 500 555-0112,2013-02-17
15152,AW00014517,NULL,Ebony,NULL,Rodriguez,1961-01-14,M,F,ebony20@adventure-works.com,High School,Skilled Manual,416 Yosemite Circle,NULL,1 (11) 500 555-0117,2013-07-10
15151,AW00014516,NULL,Tommy,NULL,Lal,1950-05-25,S,M,tommy5@adventure-works.com,High School,Skilled Manual,2110 Elm St.,NULL,1 (11) 500 555-0125,2013-02-21
15150,AW00014515,NULL,Anna,NULL,Cooper,1985-02-06,S,F,anna13@adventure-works.com,Partial College,Skilled Manual,6968 Wren Ave.,NULL,115-555-0159,2013-10-15
15149,AW00014514,NULL,Rachel,D,Jones,1985-03-10,S,F,rachel5@adventure-works.com,Partial College,Skilled Manual,3358 Thornhill Place,NULL,462-555-0163,2014-01-26
15148,AW00014513,NULL,Alexandra,NULL,Turner,1974-05-20,M,F,alexandra48@adventure-works.com,Graduate Degree,Management,3995 Tiffin Dr.,NULL,205-555-0137,2013-10-20
15147,AW00014512,NULL,Christopher,J,Jones,1979-09-03,M,M,christopher27@adventure-works.com,Bachelors,Management,5077 Bannock Ct.,NULL,852-555-0198,2013-02-06
15146,AW00014511,NULL,Danielle,NULL,Rogers,1974-05-23,M,F,danielle22@adventure-works.com,Bachelors,Management,4369 Change Circle,NULL,147-555-0143,2013-04-05
15145,AW00014510,NULL,Samuel,R,Hernandez,1973-08-17,S,M,samuel49@adventure-works.com,Bachelors,Management,8693 Balhan Dr.,NULL,106-555-0168,2011-01-22
15144,AW00014509,NULL,Bridget,L,Deng,1973-08-30,S,F,bridget2@adventure-works.com,Partial College,Skilled Manual,5967 Greystone Dr.,NULL,907-555-0197,2013-09-29
15143,AW00014508,NULL,Madison,M,Hall,1946-04-02,M,F,madison24@adventure-works.com,Graduate Degree,Management,881 Brannan Pl.,NULL,736-555-0191,2013-05-28
15142,AW00014507,NULL,Eric,NULL,Wright,1946-03-01,M,M,eric60@adventure-works.com,Graduate Degree,Management,6046 Flamingo Drive,NULL,260-555-0159,2013-02-12
15141,AW00014506,NULL,Stacy,K,Suarez,1945-11-17,M,F,stacy20@adventure-works.com,Bachelors,Management,7341 Mt. Washington Way,NULL,161-555-0119,2013-11-13
15140,AW00014505,NULL,Alex,K,Edwards,1943-11-22,M,M,alex28@adventure-works.com,Bachelors,Management,4681 Mt. Whitney,NULL,155-555-0116,2013-02-14
15139,AW00014504,NULL,Nicole,NULL,Jones,1944-02-18,M,F,nicole3@adventure-works.com,Graduate Degree,Management,7929 Blocking Ct.,NULL,808-555-0169,2013-07-22
15138,AW00014503,NULL,Brianna,NULL,Alexander,1943-09-17,M,F,brianna64@adventure-works.com,Bachelors,Management,6608 Calle Verde Dr.,NULL,242-555-0137,2013-05-18
15137,AW00014502,NULL,Katelyn,A,Wright,1944-03-10,M,F,katelyn44@adventure-works.com,Bachelors,Management,1686 Terranova Drive,NULL,397-555-0125,2013-03-18
15136,AW00014501,NULL,Ruben,NULL,Prasad,1943-11-10,M,M,ruben10@adventure-works.com,Graduate Degree,Management,249 Alexander Pl.,NULL,175-555-0159,2010-12-29
15135,AW00014500,NULL,Jasmine,C,Ward,1943-05-18,S,F,jasmine31@adventure-works.com,Bachelors,Management,1707 Willowwood Ct.,NULL,202-555-0117,2014-01-15
15134,AW00014499,NULL,Samuel,G,Flores,1942-10-07,M,M,samuel11@adventure-works.com,Graduate Degree,Management,869 Lori Court,NULL,226-555-0127,2013-10-30
15133,AW00014498,NULL,Katie,L,Luo,1943-03-20,M,F,katie8@adventure-works.com,Graduate Degree,Management,5254 Daylight Place,NULL,928-555-0195,2012-11-29
15132,AW00014497,NULL,Allison,NULL,Scott,1963-09-30,M,F,allison36@adventure-works.com,Partial College,Professional,2015 Sunset Circle,NULL,546-555-0111,2013-06-01
15131,AW00014496,NULL,Cindy,NULL,Stewart,1958-04-17,M,F,cindy23@adventure-works.com,Partial College,Professional,6709 Prestwick Ave,NULL,198-555-0152,2013-06-04
15130,AW00014495,NULL,Nathan,NULL,Diaz,1957-12-21,M,M,nathan18@adventure-works.com,Partial College,Professional,6002 Hickory Drive,Studio # 403,164-555-0161,2012-12-18
15129,AW00014494,NULL,Cameron,NULL,Diaz,1964-05-13,M,M,cameron17@adventure-works.com,Graduate Degree,Management,5408 South St,NULL,517-555-0180,2012-12-01
15128,AW00014493,NULL,Sara,NULL,Parker,1959-01-22,S,F,sara33@adventure-works.com,Graduate Degree,Management,8993 Escobar,#503,442-555-0156,2013-12-05
